Zone.Code,Zone.Name,TDS,quintile
00PRMY,Alway,2.942183298,5
00PRMZ,Beechwood,0.533605741,4
00PRNA,Bettws,5.073592863,5
00PRNB,Caerleon,-2.821716572,2
00PRNC,Gaer,2.061807388,4
00PRND,Graig,-2.915528257,2
00PRNE,Langstone,-5.271226927,1
00PRNF,Liswerry,1.755268048,4
00PRNG,Llanwern,-0.445693437,3
00PRNH,Malpas,-0.774351329,3
00PRNJ,Marshfield,-2.437454208,2
00PRNK,Pillgwenlly,7.760951889,5
00PRNL,Ringland,5.019602615,5
00PRNM,Rogerstone,-2.200327467,2
00PRNN,St. Julians,-0.105563611,3
00PRNP,Shaftesbury,2.202176702,4
00PRNQ,Stow Hill,3.180024785,5
00PRNR,Tredegar Park,7.555506591,5
00PRNS,Victoria,3.59438593,5
00PTNF,Adamsdown,5.564865283,5
00PTNG,Butetown,6.41592049,5
00PTNH,Caerau,4.049344497,5
00PTNJ,Canton,-0.411096207,3
00PTNK,Cathays,3.385230024,5
00PTNL,Creigiau/St. Fagans,-4.809366561,1
00PTNM,Cyncoed,-3.292450857,1
00PTNN,Ely,5.56248569,5
00PTNP,Fairwater,1.485838806,4
00PTNQ,Gabalfa,0.620441044,4
00PTNR,Grangetown,3.377047403,5
00PTNS,Heath,-3.145346486,1
00PTNT,Lisvane,-5.981989341,1
00PTNU,Llandaff,-2.95462827,2
00PTNW,Llandaff North,2.316929042,4
00PTNX,Llanishen,-2.028732227,2
00PTNY,Llanrumney,3.759631438,5
00PTNZ,Pentwyn,1.800395607,4
00PTPA,Pentyrch,-3.587786241,1
00PTPB,Penylan,-1.380893552,3
00PTPC,Plasnewydd,4.036223545,5
00PTPD,Pontprennau/Old St. Mellons,-2.953590943,2
00PTPE,Radyr,-4.293107525,1
00PTPF,Rhiwbina,-4.585128873,1
00PTPG,Riverside,4.44892207,5
00PTPH,Rumney,0.737506832,4
00PTPJ,Splott,4.465255089,5
00PTPK,Trowbridge,2.770010304,4
00PTPL,Whitchurch and Tongwynlais,-1.623299742,2
QAC01 ,AB10 1,3.198030101,5
QAC02 ,AB10 6,-0.793607437,3
QAC03 ,AB10 7,1.954467845,4
QAC04 ,AB11 5,5.718576728,5
QAC05 ,AB11 6,0.593926047,4
QAC06 ,AB11 7,-2.833873053,2
QAC07 ,AB11 8,6.765657446,5
QAC08 ,AB11 9,4.685145463,5
QAC09 ,AB12 3 (part),-2.862971115,2
QAC10 ,AB12 5 (part),2.773378552,4
QAC11 ,AB13 0,-5.390152189,1
QAC12 ,AB14 0 (part),-1.305434663,3
QAC13 ,AB15 4,-3.946137023,1
QAC14 ,AB15 5,-3.069369471,1
QAC15 ,AB15 6,1.696746623,4
QAC16 ,AB15 7,-4.263495846,1
QAC17 ,AB15 8 (part),-3.604380333,1
QAC18 ,AB15 9,-3.623932601,1
QAC19 ,AB16 5,4.187003883,5
QAC20 ,AB16 6,4.191369823,5
QAC21 ,AB16 7,6.100453567,5
QAC22 ,AB21 0 (part),-6.395948155,1
QAC23 ,AB21 7 (part),-1.271622539,3
QAC24 ,AB21 9,-0.441228666,3
QAC25 ,AB22 8,-2.984462123,1
QAC26 ,AB23 8 (part),-2.647257658,2
QAC27 ,AB24 1,7.895989807,5
QAC28 ,AB24 2,8.158470218,5
QAC29 ,AB24 3,3.526754515,5
QAC30 ,AB24 4,2.705825804,4
QAC31 ,AB24 5,3.605775444,5
QAC32 ,AB25 1,4.667572411,5
QAC33 ,AB25 2,0.213716826,3
QAC34 ,AB25 3,3.602283473,5
QBC01 ,AB12 3 (part),-7.112943006,1
QBC02 ,AB12 4,-3.287902227,1
QBC03 ,AB12 5 (part),-4.09464692,1
QBC04 ,AB15 8 (part),-6.126808863,1
QBC05 ,AB21 0 (part),-3.65124424,1
QBC06 ,AB21 7 (part),-7.000673377,1
QBC07 ,AB23 8 (part),-3.787027464,1
QBC08 ,AB30 1 (part),-0.548285293,3
QBC09 ,AB31 4,-2.717289445,2
QBC10 ,AB31 5 (part),-2.442137953,2
QBC11 ,AB31 6,-2.475011353,2
QBC12 ,AB32 6 (part),-4.320594494,1
QBC13 ,AB32 7,-4.01236587,1
QBC14 ,AB33 8,-2.62659764,2
QBC15 ,AB34 4,0.005986307,3
QBC16 ,AB34 5,-1.268825522,3
QBC17 ,AB35 5,-0.819995794,3
QBC18 ,AB36 8,0.977965742,4
QBC19 ,AB39 2,-1.498903516,3
QBC20 ,AB39 3,-2.966020527,2
QBC21 ,AB41 6,-2.855645859,2
QBC22 ,AB41 7,-2.020296881,2
QBC23 ,AB41 8,-3.818540356,1
QBC24 ,AB41 9,-2.214835596,2
QBC25 ,AB42 0,-0.20155996,3
QBC26 ,AB42 1,3.18503298,5
QBC27 ,AB42 2,0.416809094,4
QBC28 ,AB42 3,-1.423106645,3
QBC29 ,AB42 4,-1.862640373,2
QBC30 ,AB42 5,-0.390569807,3
QBC31 ,AB43 6,-0.477908558,3
QBC32 ,AB43 7,0.885158283,4
QBC33 ,AB43 8,-0.209246439,3
QBC34 ,AB43 9,2.149848951,4
QBC35 ,AB44 1,0.817397071,4
QBC36 ,AB45 1,1.898908478,4
QBC37 ,AB45 2 (part),-0.503759109,3
QBC38 ,AB45 3,-2.801169188,2
QBC39 ,AB51 0,-2.91114973,2
QBC40 ,AB51 3,0.599526844,4
QBC41 ,AB51 4,-1.657007919,2
QBC42 ,AB51 5,-1.123656913,3
QBC43 ,AB51 7,-2.74138653,2
QBC44 ,AB51 8,-3.089548538,1
QBC45 ,AB52 6,-1.36806427,3
QBC46 ,AB53 4,-0.631530869,3
QBC47 ,AB53 5,-1.335140713,3
QBC48 ,AB53 6,-3.133806892,1
QBC49 ,AB53 8,-1.20708606,3
QBC50 ,AB54 4 (part),-0.848258199,3
QBC51 ,AB54 6,-0.440600607,3
QBC52 ,AB54 7 (part),0.51644602,4
QBC53 ,AB54 8,2.860626693,5
QBC54 ,AB56 4 (part),0.607342256,4
QBC55 ,DD10 0,0.257851335,4
QBC56 ,DD9 7 (part),-2.631113873,2
QCC01 ,AB30 1 (part),-6.092967429,1
QCC02 ,DD10 8,3.010600948,5
QCC03 ,DD10 9,1.021870635,4
QCC04 ,DD11 1,6.78107873,5
QCC05 ,DD11 2,0.089791395,3
QCC06 ,DD11 3,1.097401688,4
QCC07 ,DD11 4,1.203137113,4
QCC08 ,DD11 5,4.029036751,5
QCC09 ,DD2 5 (part),-2.988156043,1
QCC10 ,DD3 0 (part),-3.523409717,1
QCC11 ,DD4 0 (part),-1.233276578,3
QCC12 ,DD5 3 (part),-3.362853006,1
QCC13 ,DD5 4 (part),-2.076547703,2
QCC14 ,DD7 6,-3.125769972,1
QCC15 ,DD7 7,0.549467983,4
QCC16 ,DD8 1 (part),1.468055163,4
QCC17 ,DD8 2,0.344925865,4
QCC18 ,DD8 3,-0.840717198,3
QCC19 ,DD8 4,-0.091275108,3
QCC20 ,DD8 5,-0.00129487,3
QCC21 ,DD9 6,-0.238484443,3
QCC22 ,DD9 7 (part),2.127044022,4
QCC23 ,PH11 8 (part),-2.829642953,2
QCC24 ,PH12 8 (part),-0.341964443,3
QDC01 ,G82 5 (part),-1.684684603,2
QDC02 ,G83 7 (part),0.856475764,4
QDC03 ,G83 8 (part),-1.687589981,2
QDC04 ,G84 0,1.06235987,4
QDC05 ,G84 7,0.832953354,4
QDC06 ,G84 8,-1.042986762,3
QDC07 ,G84 9,-2.712712336,2
QDC08 ,PA20 0,4.673965176,5
QDC09 ,PA20 9,3.720792358,5
QDC10 ,PA21 2,0.536942389,4
QDC11 ,PA22 3,0.112330946,3
QDC12 ,PA23 7,1.689558977,4
QDC13 ,PA23 8,2.471045872,4
QDC14 ,PA24 8,-0.602730198,3
QDC15 ,PA25 8,-3.341041528,1
QDC16 ,PA26 8,0.689847667,4
QDC17 ,PA27 8,-0.267142393,3
QDC18 ,PA28 6,4.266192281,5
QDC19 ,PA29 6,1.091705365,4
QDC20 ,PA30 8,0.598670437,4
QDC21 ,PA31 8,-0.347256614,3
QDC22 ,PA32 8,0.545192201,4
QDC23 ,PA33 1,-1.409300013,3
QDC24 ,PA34 4,2.350047093,4
QDC25 ,PA34 5 (part),1.938307176,4
QDC26 ,PA35 1,-0.385635001,3
QDC27 ,PA36 4,-1.113096567,3
QDC28 ,PA37 1,1.440481134,4
QDC29 ,PA38 4 (part),-2.133696036,2
QDC30 ,PA41 7,3.686280366,5
QDC31 ,PA42 7,5.199134634,5
QDC32 ,PA43 7,3.063153079,5
QDC33 ,PA44 7,1.696172157,4
QDC34 ,PA45 7,3.735182302,5
QDC35 ,PA46 7,1.142363946,4
QDC36 ,PA47 7,0.452622435,4
QDC37 ,PA48 7,1.221353753,4
QDC38 ,PA49 7,0.636681961,4
QDC39 ,PA60 7,1.103399171,4
QDC40 ,PA61 7,0.230894034,4
QDC41 ,PA64 6,-4.765293285,1
QDC42 ,PA65 6,1.4137866,4
QDC43 ,PA66 6,-2.867549308,2
QDC44 ,PA67 6,2.337064267,4
QDC45 ,PA69 6,1.092986528,4
QDC46 ,PA71 6,2.792961076,5
QDC47 ,PA72 6,2.197609799,4
QDC48 ,PA73 6,-6.947302285,1
QDC49 ,PA75 6,0.827698009,4
QDC50 ,PA76 6,-3.559513893,1
QDC51 ,PA77 6,-0.584874639,3
QDC52 ,PA78 6,2.188207516,4
QEC01 ,EH26 9 (part),-8.234998255,1
QEC02 ,EH38 5,-3.479067049,1
QEC03 ,EH43 6,3.078156084,5
QEC04 ,EH44 6,1.041407048,4
QEC05 ,EH45 8,0.709002533,4
QEC06 ,EH45 9,-1.783570134,2
QEC07 ,EH46 7 (part),-3.629779485,1
QEC08 ,ML12 6 (part),-1.994561663,2
QEC09 ,TD1 1,1.481055558,4
QEC10 ,TD1 2,2.682176158,4
QEC11 ,TD1 3,-0.363396506,3
QEC12 ,TD10 6,-1.607225795,3
QEC13 ,TD11 3 (part),0.393730449,4
QEC14 ,TD12 4,0.3203816,4
QEC15 ,TD13 5 (part),-2.128247826,2
QEC16 ,TD14 5,1.691781118,4
QEC17 ,TD15 1,-0.766302457,3
QEC18 ,TD2 6,-1.887129177,2
QEC19 ,TD3 6,-1.279694952,3
QEC20 ,TD4 6,-0.3212386,3
QEC21 ,TD5 7,0.098915755,3
QEC22 ,TD5 8,-1.923467069,2
QEC23 ,TD6 0,-0.310930441,3
QEC24 ,TD6 9,-3.002115963,1
QEC25 ,TD7 4,-0.143246925,3
QEC26 ,TD7 5 (part),1.368740571,4
QEC27 ,TD8 6,0.458829881,4
QEC28 ,TD9 0,1.27058345,4
QEC29 ,TD9 7,1.824406931,4
QEC30 ,TD9 8,3.318924899,5
QEC31 ,TD9 9,-0.218008033,3
QFC01 ,FK10 1,5.702939985,5
QFC02 ,FK10 2,2.929736208,5
QFC03 ,FK10 3 (part),3.872903699,5
QFC04 ,FK10 4 (part),3.128448324,5
QFC05 ,FK11 7,0.58473917,4
QFC06 ,FK12 5,1.278792669,4
QFC07 ,FK13 6,2.371918847,4
QFC08 ,FK14 7 (part),-2.698059717,2
QFC09 ,KY13 0 (part),-8.247806504,1
QGC01 ,G14 0 (part),-5.750835491,1
QGC02 ,G60 5,-0.508485543,3
QGC03 ,G81 1 (part),7.411598472,5
QGC04 ,G81 2,6.734881258,5
QGC05 ,G81 3,5.334116732,5
QGC06 ,G81 4,8.504749145,5
QGC07 ,G81 5 (part),7.645085158,5
QGC08 ,G81 6,2.06078139,4
QGC09 ,G82 1,1.283731612,4
QGC10 ,G82 2,2.51566054,4
QGC11 ,G82 3,5.907183807,5
QGC12 ,G82 4,6.53678354,5
QGC13 ,G82 5 (part),6.622776365,5
QGC14 ,G83 0,4.189535746,5
QGC15 ,G83 8 (part),2.961978393,5
QGC16 ,G83 9 (part),4.244779286,5
QHC01 ,DG1 1,1.024723661,4
QHC02 ,DG1 2,6.391513883,5
QHC03 ,DG1 3,-1.757865213,2
QHC04 ,DG1 4,-1.680244066,2
QHC05 ,DG10 9 (part),0.503760824,4
QHC06 ,DG11 1,-0.028291894,3
QHC07 ,DG11 2,1.510403537,4
QHC08 ,DG11 3,-0.200644581,3
QHC09 ,DG12 5,0.984807884,4
QHC10 ,DG12 6,1.113380345,4
QHC11 ,DG13 0,0.518831313,4
QHC12 ,DG14 0 (part),-1.24726807,3
QHC13 ,DG16 5,1.23496492,4
QHC14 ,DG2 0,5.324846859,5
QHC15 ,DG2 7,1.057704268,4
QHC16 ,DG2 8,-0.918099459,3
QHC17 ,DG2 9,4.479153726,5
QHC18 ,DG3 4,-0.083828203,3
QHC19 ,DG3 5,-0.35452221,3
QHC20 ,DG4 6 (part),5.519145941,5
QHC21 ,DG5 4,1.095125586,4
QHC22 ,DG6 4,-0.127446522,3
QHC23 ,DG7 1,0.386954411,4
QHC24 ,DG7 2,-1.710789552,2
QHC25 ,DG7 3 (part),-0.851536012,3
QHC26 ,DG8 0,0.999186491,4
QHC27 ,DG8 6 (part),1.995784139,4
QHC28 ,DG8 7,0.713707491,4
QHC29 ,DG8 8,2.406704056,4
QHC30 ,DG8 9,0.364787081,4
QHC31 ,DG9 0,0.973176717,4
QHC32 ,DG9 7,5.752509579,5
QHC33 ,DG9 8,1.120768563,4
QHC34 ,DG9 9,1.557503785,4
QHC35 ,ML12 6 (part),2.605404269,4
QJC01 ,DD1 1,9.740278616,5
QJC02 ,DD1 2,6.115866348,5
QJC03 ,DD1 3,8.072026196,5
QJC04 ,DD1 4,5.235557269,5
QJC05 ,DD1 5,8.890283923,5
QJC06 ,DD2 1,1.522815604,4
QJC07 ,DD2 2,3.921274145,5
QJC08 ,DD2 3,8.438935159,5
QJC09 ,DD2 4,6.131470216,5
QJC10 ,DD2 5 (part),-4.308255753,1
QJC11 ,DD3 0 (part),6.368675927,5
QJC12 ,DD3 6,6.167169306,5
QJC13 ,DD3 7,9.008312548,5
QJC14 ,DD3 8,1.796302417,4
QJC15 ,DD3 9,2.573958889,4
QJC16 ,DD4 0 (part),5.506680373,5
QJC17 ,DD4 6,7.360330101,5
QJC18 ,DD4 7,1.241855825,4
QJC19 ,DD4 8,7.695857457,5
QJC20 ,DD4 9,5.490498584,5
QJC21 ,DD5 1,-2.039775266,2
QJC22 ,DD5 2,-0.868658044,3
QJC23 ,DD5 3 (part),-3.767351509,1
QKC01 ,KA1 1,-1.54199664,3
QKC02 ,KA1 2,1.195142544,4
QKC03 ,KA1 3,3.680539948,5
QKC04 ,KA1 4,5.946588128,5
QKC05 ,KA1 5 (part),4.110795471,5
QKC06 ,KA16 9,3.287702668,5
QKC07 ,KA17 0 (part),1.399141075,4
QKC08 ,KA18 1,3.923388699,5
QKC09 ,KA18 2,4.969560408,5
QKC10 ,KA18 3,6.135238822,5
QKC11 ,KA18 4 (part),5.646757316,5
QKC12 ,KA2 0 (part),1.201350273,4
QKC13 ,KA3 1,5.774990988,5
QKC14 ,KA3 2 (part),4.063796377,5
QKC15 ,KA3 3 (part),2.181559276,4
QKC16 ,KA3 4 (part),-1.123046126,3
QKC17 ,KA3 5,-0.176380992,3
QKC18 ,KA3 6,-1.689573787,2
QKC19 ,KA3 7,2.355432127,4
QKC20 ,KA4 8,1.894428743,4
QKC21 ,KA5 5 (part),-0.651159089,3
QKC22 ,KA5 6,3.88514529,5
QKC23 ,KA6 6 (part),2.079729079,4
QKC24 ,KA6 7 (part),5.903863875,5
QLC01 ,G61 1 (part),-2.748346428,2
QLC02 ,G61 2,-3.718199996,1
QLC03 ,G61 3,-3.609911382,1
QLC04 ,G61 4,-2.498721214,2
QLC05 ,G62 6 (part),-2.458540846,2
QLC06 ,G62 7,0.143256081,3
QLC07 ,G62 8 (part),-2.271984244,2
QLC08 ,G64 1 (part),0.635133128,4
QLC09 ,G64 2 (part),-2.18215543,2
QLC10 ,G64 3,-3.284950188,1
QLC11 ,G64 4,-1.535393569,3
QLC12 ,G65 9 (part),8.13668959,5
QLC13 ,G66 1,-0.56162713,3
QLC14 ,G66 2,5.712678191,5
QLC15 ,G66 3,-0.139288538,3
QLC16 ,G66 4,-0.558915368,3
QLC17 ,G66 5 (part),-4.650510841,1
QLC18 ,G66 7,2.539019676,4
QLC19 ,G66 8 (part),-1.353224895,3
QMC01 ,EH21 6,-0.015768355,3
QMC02 ,EH21 7,1.820869331,4
QMC03 ,EH21 8 (part),4.960510336,5
QMC04 ,EH22 2 (part),-1.118346599,3
QMC05 ,EH31 2,-2.448597111,2
QMC06 ,EH32 0,-1.173936299,3
QMC07 ,EH32 9,5.370346393,5
QMC08 ,EH33 1,3.235103259,5
QMC09 ,EH33 2,2.437938428,4
QMC10 ,EH34 5,-2.278684556,2
QMC11 ,EH35 5,1.985885965,4
QMC12 ,EH36 5,0.303256058,4
QMC13 ,EH39 4,-0.810227435,3
QMC14 ,EH39 5,-1.642795319,2
QMC15 ,EH40 3,-1.133951521,3
QMC16 ,EH41 3,1.133689711,4
QMC17 ,EH41 4,-0.471380115,3
QMC18 ,EH42 1,1.562938499,4
QMC19 ,TD13 5 (part),-2.572069244,2
QNC01 ,G44 3 (part),-3.027449761,1
QNC02 ,G46 6,-3.185024635,1
QNC03 ,G46 7 (part),-1.238508813,3
QNC04 ,G46 8 (part),6.057970305,5
QNC05 ,G76 0,-2.137185048,2
QNC06 ,G76 7,-4.357599089,1
QNC07 ,G76 8 (part),-0.769107646,3
QNC08 ,G77 5,-4.476314912,1
QNC09 ,G77 6 (part),-1.772536691,2
QNC10 ,G78 1 (part),2.339609737,4
QNC11 ,G78 2,3.453221586,5
QNC12 ,G78 3,1.734633565,4
QNC13 ,G78 4 (part),-3.70904131,1
QPC01 ,EH1 1,6.888239241,5
QPC02 ,EH1 2,6.049358071,5
QPC03 ,EH1 3,3.006389692,5
QPC04 ,EH10 4,0.738440695,4
QPC05 ,EH10 5,-1.798908197,2
QPC06 ,EH10 6,-4.13392197,1
QPC07 ,EH10 7 (part),-5.495603374,1
QPC08 ,EH11 1,1.698711577,4
QPC09 ,EH11 2,4.205134738,5
QPC10 ,EH11 3,5.654093735,5
QPC11 ,EH11 4,5.100423683,5
QPC12 ,EH12 0,-2.227474578,2
QPC13 ,EH12 5,-1.01122932,3
QPC14 ,EH12 6,-4.582085027,1
QPC15 ,EH12 7,-1.057359746,3
QPC16 ,EH12 8,-2.36155305,2
QPC17 ,EH12 9,-1.705538806,2
QPC18 ,EH13 0,-3.556357794,1
QPC19 ,EH13 9,3.574679466,5
QPC20 ,EH14 1,-0.353224171,3
QPC21 ,EH14 2,5.33978348,5
QPC22 ,EH14 3,3.20042159,5
QPC23 ,EH14 4,-4.135259744,1
QPC24 ,EH14 5,-3.012441792,1
QPC25 ,EH14 6,-4.227227581,1
QPC26 ,EH14 7 (part),-2.725483157,2
QPC27 ,EH15 1,-0.646441736,3
QPC28 ,EH15 2,-1.461267851,3
QPC29 ,EH15 3,4.407790882,5
QPC30 ,EH16 4 (part),9.126352009,5
QPC31 ,EH16 5,1.83626015,4
QPC32 ,EH16 6,1.606464406,4
QPC33 ,EH17 7,4.000142453,5
QPC34 ,EH17 8 (part),3.435615568,5
QPC35 ,EH2 1,4.495607012,5
QPC36 ,EH2 2,2.170474064,4
QPC37 ,EH2 3,5.840961856,5
QPC38 ,EH2 4,4.561583518,5
QPC39 ,EH21 8 (part),4.395551938,5
QPC40 ,EH27 8 (part),0.450818012,4
QPC41 ,EH28 8,-0.512952394,3
QPC42 ,EH29 9,-0.250962004,3
QPC43 ,EH3 5,-0.331294841,3
QPC44 ,EH3 6,0.14277759,3
QPC45 ,EH3 7,-0.300467484,3
QPC46 ,EH3 8,5.072852558,5
QPC47 ,EH3 9,5.486486569,5
QPC48 ,EH30 9 (part),-1.210331362,3
QPC49 ,EH4 1,-0.909498463,3
QPC50 ,EH4 2,0.637286219,4
QPC51 ,EH4 3,-3.890499949,1
QPC52 ,EH4 4,9.646461962,5
QPC53 ,EH4 5,-1.485966259,3
QPC54 ,EH4 6,-4.126023949,1
QPC55 ,EH4 7,2.470751459,4
QPC56 ,EH4 8,-3.259084039,1
QPC57 ,EH5 1,8.867354461,5
QPC58 ,EH5 2,0.49245257,4
QPC59 ,EH5 3,-1.998065856,2
QPC60 ,EH53 0 (part),-4.295493056,1
QPC61 ,EH6 4,1.939407715,4
QPC62 ,EH6 5,3.736620831,5
QPC63 ,EH6 6,5.303875899,5
QPC64 ,EH6 7,1.188105691,4
QPC65 ,EH6 8,2.930936329,5
QPC66 ,EH7 4,1.876331114,4
QPC67 ,EH7 5,2.725544477,4
QPC68 ,EH7 6,3.584580265,5
QPC69 ,EH8 7,0.737731556,4
QPC70 ,EH8 8,4.919914488,5
QPC71 ,EH8 9,6.287624451,5
QPC72 ,EH9 1,1.629474627,4
QPC73 ,EH9 2,-2.500357133,2
QPC74 ,EH9 3,-1.281309515,3
QQC01 ,EH49 6 (part),4.379526537,5
QQC02 ,EH49 7 (part),-2.18052563,2
QQC03 ,EH51 0,1.508355041,4
QQC04 ,EH51 9,1.493240894,4
QQC05 ,FK1 1,3.737066688,5
QQC06 ,FK1 2 (part),2.701037923,4
QQC07 ,FK1 3 (part),4.863407199,5
QQC08 ,FK1 4,4.94259709,5
QQC09 ,FK1 5,-1.941492449,2
QQC10 ,FK2 0,-1.42638848,3
QQC11 ,FK2 7,3.643585702,5
QQC12 ,FK2 8 (part),0.778782848,4
QQC13 ,FK2 9,3.95346097,5
QQC14 ,FK3 0,5.073469634,5
QQC15 ,FK3 8,3.946225562,5
QQC16 ,FK3 9,1.255838427,4
QQC17 ,FK4 1,2.5631491,4
QQC18 ,FK4 2 (part),2.295699677,4
QQC19 ,FK5 3,2.31005431,4
QQC20 ,FK5 4 (part),-1.0522317,3
QQC21 ,FK6 5 (part),1.120429151,4
QQC22 ,FK6 6 (part),4.414780421,5
QQC23 ,FK7 7 (part),-3.125109814,1
QRC01 ,DD6 8,-2.602307667,2
QRC02 ,DD6 9,0.745083891,4
QRC03 ,FK10 3 (part),-3.732767968,1
QRC04 ,FK10 4 (part),1.660808107,4
QRC05 ,KY1 1,3.804619036,5
QRC06 ,KY1 2,4.646599062,5
QRC07 ,KY1 3,5.208930988,5
QRC08 ,KY1 4,2.627457978,4
QRC09 ,KY10 2,1.476957731,4
QRC10 ,KY10 3,0.15205895,3
QRC11 ,KY11 1,2.945649392,5
QRC12 ,KY11 2,2.376033312,4
QRC13 ,KY11 3,0.515706803,4
QRC14 ,KY11 4,3.983761559,5
QRC15 ,KY11 7,-3.798687334,1
QRC16 ,KY11 8,-3.351363806,1
QRC17 ,KY11 9,-3.792292175,1
QRC18 ,KY12 0,0.77742003,4
QRC19 ,KY12 7,-2.264963073,2
QRC20 ,KY12 8,-0.042238534,3
QRC21 ,KY12 9 (part),1.515717875,4
QRC22 ,KY14 6 (part),0.546284761,4
QRC23 ,KY14 7 (part),0.501618229,4
QRC24 ,KY15 4,0.639744357,4
QRC25 ,KY15 5,-1.539165715,3
QRC26 ,KY15 7,-1.372383018,3
QRC27 ,KY16 0,-0.925311209,3
QRC28 ,KY16 8,0.778494729,4
QRC29 ,KY16 9,-0.000150328,3
QRC30 ,KY2 5,0.908472149,4
QRC31 ,KY2 6,3.041509043,5
QRC32 ,KY3 0,1.470155247,4
QRC33 ,KY3 9,0.792878087,4
QRC34 ,KY4 0 (part),4.364047269,5
QRC35 ,KY4 8,3.53558061,5
QRC36 ,KY4 9,3.733850784,5
QRC37 ,KY5 0 (part),4.45696541,5
QRC38 ,KY5 8,7.052091586,5
QRC39 ,KY5 9,3.790928787,5
QRC40 ,KY6 1,2.587855679,4
QRC41 ,KY6 2,2.264877038,4
QRC42 ,KY6 3 (part),0.558198726,4
QRC43 ,KY7 4,2.491174764,4
QRC44 ,KY7 5,1.555405536,4
QRC45 ,KY7 6,2.496820082,4
QRC46 ,KY8 1,5.702792297,5
QRC47 ,KY8 2,6.622855258,5
QRC48 ,KY8 3,6.155216739,5
QRC49 ,KY8 4,3.288349459,5
QRC50 ,KY8 5,1.905887659,4
QRC51 ,KY8 6,-1.769797623,2
QRC52 ,KY9 1,-1.21592493,3
QSC01 ,G1 1,4.41878792,5
QSC02 ,G1 2,11.55748976,5
QSC03 ,G1 4,1.877561007,4
QSC04 ,G1 5,6.874158772,5
QSC05 ,G11 5,4.975061161,5
QSC06 ,G11 6,6.645371154,5
QSC07 ,G11 7,2.737427853,4
QSC08 ,G12 0,-0.71712528,3
QSC09 ,G12 8,4.391082826,5
QSC10 ,G12 9,-0.074726894,3
QSC100,G69 7 (part),4.686491767,5
QSC101,G69 8 (part),-0.635249402,3
QSC102,G71 7 (part),2.833011146,5
QSC103,G76 9 (part),-0.894070321,3
QSC104,G78 1 (part),1.387522996,4
QSC11 ,G13 1,1.39354638,4
QSC12 ,G13 2,6.324709327,5
QSC13 ,G13 3,6.554575817,5
QSC14 ,G13 4 (part),5.676828376,5
QSC15 ,G14 0 (part),8.282834688,5
QSC16 ,G14 9,5.062360782,5
QSC17 ,G15 6,6.253097456,5
QSC18 ,G15 7,13.11519666,5
QSC19 ,G15 8,11.54743653,5
QSC20 ,G2 1,2.22812009,4
QSC21 ,G2 3,9.453657947,5
QSC22 ,G2 4,10.38461729,5
QSC23 ,G2 7,13.25361642,5
QSC24 ,G2 8,3.870875853,5
QSC25 ,G20 0,8.097295931,5
QSC26 ,G20 6,3.977738575,5
QSC27 ,G20 7,9.442916618,5
QSC28 ,G20 8,8.683326589,5
QSC29 ,G20 9,10.85519191,5
QSC30 ,G21 1,10.34615192,5
QSC31 ,G21 2,12.08717068,5
QSC32 ,G21 3,9.089457396,5
QSC33 ,G21 4,9.967666109,5
QSC34 ,G22 5,13.37456556,5
QSC35 ,G22 6,9.95953374,5
QSC36 ,G22 7,10.2477853,5
QSC37 ,G23 5 (part),5.545388164,5
QSC38 ,G3 6,7.595749299,5
QSC39 ,G3 7,6.133312508,5
QSC40 ,G3 8,7.131378548,5
QSC41 ,G31 1,11.76047243,5
QSC42 ,G31 2,5.484579489,5
QSC43 ,G31 3,9.667993654,5
QSC44 ,G31 4,12.11185361,5
QSC45 ,G31 5,12.04200018,5
QSC46 ,G32 0,2.649239762,4
QSC47 ,G32 6,8.756793403,5
QSC48 ,G32 7,9.019071866,5
QSC49 ,G32 8,6.156226636,5
QSC50 ,G32 9,3.914617929,5
QSC51 ,G33 1,2.907257683,5
QSC52 ,G33 2,5.577261985,5
QSC53 ,G33 3,11.22169727,5
QSC54 ,G33 4,12.04075434,5
QSC55 ,G33 5,8.999077161,5
QSC56 ,G33 6 (part),0.736841305,4
QSC57 ,G34 0,11.38555545,5
QSC58 ,G34 9,13.7278377,5
QSC59 ,G4 0,9.495223425,5
QSC60 ,G4 9,7.164830918,5
QSC61 ,G40 1,6.779789669,5
QSC62 ,G40 2,9.270833086,5
QSC63 ,G40 3,12.35972361,5
QSC64 ,G40 4,12.509756,5
QSC65 ,G41 1,7.304956378,5
QSC66 ,G41 2,5.501817926,5
QSC67 ,G41 3,2.041443073,4
QSC68 ,G41 4,-1.485347458,3
QSC69 ,G41 5,4.287465022,5
QSC70 ,G42 0,9.421334189,5
QSC71 ,G42 7,10.06099139,5
QSC72 ,G42 8,7.256143314,5
QSC73 ,G42 9,3.903967431,5
QSC74 ,G43 1,8.154206882,5
QSC75 ,G43 2,0.769656474,4
QSC76 ,G44 3 (part),-0.620798534,3
QSC77 ,G44 4 (part),2.173217091,4
QSC78 ,G44 5,0.580562796,4
QSC79 ,G45 0,10.94287516,5
QSC80 ,G45 9,11.01259951,5
QSC81 ,G46 7 (part),-6.65520778,1
QSC82 ,G46 8 (part),8.130793014,5
QSC83 ,G5 0 (part),10.72278158,5
QSC84 ,G5 8,0.133959007,3
QSC85 ,G5 9,11.65354038,5
QSC86 ,G51 1,6.653806077,5
QSC87 ,G51 2,11.51391634,5
